participant_id	session_id	dataset_id	rat_strain	rat_sex	rat_age	rat_weight	anesthesia_induction	anesthesia_induction_dose	anesthesia_maintenance	anesthesia_maintenance_dose	anesthesia_route	anesthesia_post_induction_time	anesthesia_breathing_assistance	anesthesia_breathing_rate	anesthesia_heart_rate	MRI_vendor	MRI_field_strength	anat_sequence	anat_contrast	anat_TR	anat_TE	func_sequence	func_TR	func_TE	func_FA
sub-0106204	ses-1	1062	Wistar	Male	2-4	450-500	isoflurane	4	isoflurane	1.9	n/a	30	free-breathing	100	n/a	Bruker	11.7	FLASH	T1	5	0.0175	GE-EPI	1	0.01	90
sub-0106205	ses-1	1062	Wistar	Male	2-4	600-650	isoflurane	4	isoflurane	1.8	n/a	30	free-breathing	100	n/a	Bruker	11.7	FLASH	T1	5	0.0175	GE-EPI	1	0.01	90
sub-0106206	ses-1	1062	Wistar	Male	2-4	500-550	isoflurane	4	isoflurane	1.8	n/a	30	free-breathing	80	n/a	Bruker	11.7	FLASH	T1	5	0.0175	GE-EPI	1	0.01	90
sub-0106207	ses-1	1062	Wistar	Male	2-4	550-600	isoflurane	4	isoflurane	1.8	n/a	30	free-breathing	70	n/a	Bruker	11.7	FLASH	T1	5	0.0175	GE-EPI	1	0.01	90
sub-0106208	ses-1	1062	Wistar	Male	2-4	500-550	isoflurane	4	isoflurane	1.8	n/a	30	free-breathing	50	n/a	Bruker	11.7	FLASH	T1	5	0.0175	GE-EPI	1	0.01	90
sub-0106209	ses-1	1062	Wistar	Male	2-4	600-650	isoflurane	4	isoflurane	1.8	n/a	30	free-breathing	70	n/a	Bruker	11.7	FLASH	T1	5	0.0175	GE-EPI	1	0.01	90
sub-0106300	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	60	230	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106301	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	60	260	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106302	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	50	300	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106303	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	60	320	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106304	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	70	270	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106305	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	50	290	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106306	ses-1	1063	Wistar	Male	0-2	300-350	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	80	270	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106307	ses-1	1063	Wistar	Male	0-2	300-350	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	50	260	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106308	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	50	260	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106309	ses-1	1063	Wistar	Male	0-2	350-400	isoflurane	4	medetomidine	0.14	i.v	20	free-breathing	60	310	Bruker	7	RARE	T2	2.5	0.06	GE-EPI	2	0.02	75
sub-0106400	ses-1	1064	Wistar	Female	n/a	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106401	ses-1	1064	Wistar	Female	n/a	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106402	ses-1	1064	Wistar	Female	n/a	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	50	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106403	ses-1	1064	Wistar	Female	n/a	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	50	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106404	ses-1	1064	Wistar	Female	n/a	300-350	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	50	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106405	ses-1	1064	Wistar	Male	n/a	550-600	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	70	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106406	ses-1	1064	Wistar	Male	n/a	550-600	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106407	ses-1	1064	Wistar	Male	n/a	550-600	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	50	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106408	ses-1	1064	Wistar	Male	n/a	650-700	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106409	ses-1	1064	Wistar	Male	n/a	600-650	isoflurane / medetomidine	5 /  0.05	isoflurane / medetomidine	0.4 / 0.1	s.c	40	free-breathing	60	n/a	Bruker	3	turboRARE	T2	n/a	n/a	GE-EPI	1	0.03	64
sub-0106500	ses-1	1065	Sprague Dawley	Female	3-4	250-300	isoflurane	4.5	isoflurane / medetomidine	1 / 0.2	s.c	80	free-breathing	40	260	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106501	ses-1	1065	Sprague Dawley	Male	3-4	250-300	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	70	free-breathing	50	270	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106502	ses-1	1065	Sprague Dawley	Male	3-4	250-300	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	60	free-breathing	40	270	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106503	ses-1	1065	Sprague Dawley	Female	3-4	200-250	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	60	free-breathing	50	270	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106504	ses-1	1065	Sprague Dawley	Female	3-4	250-300	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	60	free-breathing	50	260	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106505	ses-1	1065	Sprague Dawley	Female	3-4	250-300	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	70	free-breathing	30	250	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106506	ses-1	1065	Sprague Dawley	Male	3-4	350-400	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	70	free-breathing	60	260	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106507	ses-1	1065	Sprague Dawley	Male	3-4	350-400	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	70	free-breathing	50	270	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106508	ses-1	1065	Sprague Dawley	Male	3-4	350-400	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	60	free-breathing	60	270	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
sub-0106509	ses-1	1065	Sprague Dawley	Male	3-4	350-400	isoflurane	4.5	isoflurane / medetomidine	1 / 0.15	s.c	60	free-breathing	40	270	Bruker	7	FISP	T2	0.00507	0.002535	GE-EPI	1	0.017	55
